zip,type_of_property,subtype_of_property,price,number_of_rooms,house_area,surface_of_the_land,number_of_facades,swimming_pool,state_of_the_building,commune,province,region,rank
1140,apartment,duplex,380000,2,115,115,3,0,as new,EVERE,Bruxelles (19 communes),Région Bruxelles-capitale,262.0
9000,apartment,loft,390000,1,92,92,2,0,good,GENT,Flandre-Orientale,Région flamande,496.0
1932,apartment,duplex,370000,3,120,120,2,0,as new,ZAVENTEM,Brabant Flamand,Région flamande,510.0
1180,apartment,apartment,390000,2,104,104,2,0,as new,UCCLE,Bruxelles (19 communes),Région Bruxelles-capitale,549.0
1030,apartment,apartment,355000,4,135,135,4,0,just renovated,SCHAERBEEK,Bruxelles (19 communes),Région Bruxelles-capitale,404.0
1040,apartment,apartment,369000,2,100,100,3,0,as new,ETTERBEEK,Bruxelles (19 communes),Région Bruxelles-capitale,540.0
8301,apartment,apartment,398000,2,80,80,3,0,good,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
8301,apartment,penthouse,398000,2,80,80,3,0,good,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
1070,apartment,penthouse,369000,2,109,109,2,0,as new,ANDERLECHT,Bruxelles (19 communes),Région Bruxelles-capitale,282.0
1083,apartment,apartment,365000,3,135,135,3,0,good,GANSHOREN,Bruxelles (19 communes),Région Bruxelles-capitale,209.0
1180,apartment,apartment,365000,2,100,100,2,0,as new,UCCLE,Bruxelles (19 communes),Région Bruxelles-capitale,549.0
1200,apartment,apartment,380000,2,108,108,2,0,unknown,WOLUWE-SAINT-LAMBERT,Bruxelles (19 communes),Région Bruxelles-capitale,539.0
1020,apartment,apartment,390000,2,125,125,3,0,good,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
8430,apartment,apartment,395000,2,79,79,2,0,good,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
3000,apartment,apartment,389000,2,77,77,2,0,good,LEUVEN,Brabant Flamand,Région flamande,465.0
2050,apartment,apartment,355000,2,120,120,3,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
2050,apartment,apartment,360000,2,120,120,4,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
2050,apartment,apartment,365000,2,120,120,4,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
1180,apartment,apartment,367000,3,120,120,3,0,good,UCCLE,Bruxelles (19 communes),Région Bruxelles-capitale,549.0
1785,apartment,penthouse,375000,2,94,94,3,0,as new,MERCHTEM,Brabant Flamand,Région flamande,412.0
1620,apartment,apartment,395000,4,265,265,2,0,just renovated,DROGENBOS,Brabant Flamand,Région flamande,401.0
4607,apartment,penthouse,395000,3,219,219,3,0,unknown,DALHEM,Liège,Région wallonne,377.0
8000,apartment,apartment,359000,4,141,141,4,0,good,BRUGGE,Flandre-Occidentale,Région flamande,467.0
8377,apartment,penthouse,359000,4,141,141,4,0,good,ZUIENKERKE,Flandre-Occidentale,Région flamande,561.0
8377,apartment,apartment,359000,4,141,141,4,0,good,ZUIENKERKE,Flandre-Occidentale,Région flamande,561.0
8370,apartment,apartment,365000,3,100,100,3,0,good,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
1040,apartment,apartment,385000,2,110,110,2,0,good,ETTERBEEK,Bruxelles (19 communes),Région Bruxelles-capitale,540.0
8370,apartment,apartment,385000,2,80,80,2,0,good,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
1050,apartment,apartment,390000,2,95,95,2,0,to renovate,IXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,564.0
1080,apartment,duplex,380000,3,126,126,2,0,as new,MOLENBEEK-SAINT-JEAN,Bruxelles (19 communes),Région Bruxelles-capitale,238.0
1420,apartment,duplex,380000,3,126,126,3,0,as new,BRAINE-L'ALLEUD,Brabant Wallon,Région flamande,488.0
1180,apartment,apartment,370000,2,110,110,3,0,good,UCCLE,Bruxelles (19 communes),Région Bruxelles-capitale,549.0
3010,apartment,apartment,370000,2,115,115,2,0,good,LEUVEN,Brabant Flamand,Région flamande,465.0
3010,apartment,apartment,385000,1,116,116,2,0,good,LEUVEN,Brabant Flamand,Région flamande,465.0
1950,apartment,apartment,375000,3,125,125,2,0,good,KRAAINEM,Brabant Flamand,Région flamande,577.0
4020,apartment,apartment,395000,3,125,125,3,0,just renovated,LIÈGE,Liège,Région wallonne,83.0
1180,apartment,apartment,385000,2,105,105,2,0,to be done up,UCCLE,Bruxelles (19 communes),Région Bruxelles-capitale,549.0
2018,apartment,apartment,359500,3,116,116,2,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
1630,apartment,duplex,379000,3,141,141,2,0,unknown,LINKEBEEK,Brabant Flamand,Région flamande,555.0
3010,apartment,apartment,370000,2,112,112,2,0,good,LEUVEN,Brabant Flamand,Région flamande,465.0
7800,apartment,penthouse,370000,3,137,137,3,0,as new,ATH,Hainaut,Région wallonne,104.0
2861,apartment,apartment,369000,1,85,85,2,0,unknown,SINT-KATELIJNE-WAVER,Anvers,Région flamande,447.0
1702,apartment,service flat,356500,2,100,100,2,0,good,DILBEEK,Brabant Flamand,Région flamande,487.0
1640,apartment,duplex,359000,3,116,116,3,0,good,RHODE-SAINT-GENÈSE,Brabant Flamand,Région flamande,573.0
8400,apartment,apartment,369000,2,90,90,2,0,just renovated,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
1702,apartment,service flat,386500,2,110,110,2,0,good,DILBEEK,Brabant Flamand,Région flamande,487.0
1083,apartment,penthouse,395000,2,132,132,3,0,as new,GANSHOREN,Bruxelles (19 communes),Région Bruxelles-capitale,209.0
2000,apartment,apartment,365000,2,115,115,2,0,just renovated,ANTWERPEN,Anvers,Région flamande,334.0
2100,apartment,duplex,365000,1,80,80,2,0,just renovated,ANTWERPEN,Anvers,Région flamande,334.0
1410,apartment,apartment,365000,2,90,90,3,0,as new,WATERLOO,Brabant Wallon,Région flamande,558.0
1200,apartment,apartment,395000,3,130,130,2,0,good,WOLUWE-SAINT-LAMBERT,Bruxelles (19 communes),Région Bruxelles-capitale,539.0
8300,apartment,service flat,369500,1,67,67,3,0,as new,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
3010,apartment,apartment,379000,3,140,140,3,0,as new,LEUVEN,Brabant Flamand,Région flamande,465.0
8300,apartment,apartment,395000,2,85,85,2,0,just renovated,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
8500,apartment,apartment,365000,4,248,248,2,0,good,KORTRIJK,Flandre-Occidentale,Région flamande,352.0
8670,apartment,penthouse,375000,2,91,91,3,0,just renovated,KOKSIJDE,Flandre-Occidentale,Région flamande,322.0
8434,apartment,apartment,399000,2,85,85,2,0,as new,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
2500,apartment,apartment,349000,2,114,114,3,0,as new,LIER,Anvers,Région flamande,390.0
1120,apartment,apartment,375000,3,100,100,2,0,good,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
1000,apartment,apartment,399000,3,100,100,3,0,good,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
1090,apartment,loft,370000,1,130,130,2,1,unknown,JETTE,Bruxelles (19 communes),Région Bruxelles-capitale,259.0
1780,apartment,duplex,370000,2,125,125,3,0,unknown,WEMMEL,Brabant Flamand,Région flamande,524.0
8430,apartment,apartment,365000,3,105,105,2,0,unknown,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
8430,apartment,ground floor,365000,3,105,105,2,0,unknown,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
8420,apartment,apartment,395000,3,140,140,3,0,as new,DE HAAN,Flandre-Occidentale,Région flamande,257.0
2000,apartment,apartment,370000,3,95,95,3,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
9000,apartment,apartment,349000,2,119,119,2,0,good,GENT,Flandre-Orientale,Région flamande,496.0
1000,apartment,apartment,355000,1,125,125,2,0,as new,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
1030,apartment,apartment,370000,2,117,117,2,0,good,SCHAERBEEK,Bruxelles (19 communes),Région Bruxelles-capitale,404.0
1785,apartment,apartment,375000,2,102,102,3,0,as new,MERCHTEM,Brabant Flamand,Région flamande,412.0
1040,apartment,apartment,370000,2,100,100,3,0,good,ETTERBEEK,Bruxelles (19 communes),Région Bruxelles-capitale,540.0
1040,apartment,duplex,370000,2,118,118,2,0,as new,ETTERBEEK,Bruxelles (19 communes),Région Bruxelles-capitale,540.0
8370,apartment,apartment,360000,2,100,100,2,0,unknown,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
1640,apartment,ground floor,379000,3,152,152,2,0,good,RHODE-SAINT-GENÈSE,Brabant Flamand,Région flamande,573.0
4681,apartment,apartment,381670,2,156,156,4,0,unknown,OUPEYE,Liège,Région wallonne,132.0
2018,apartment,apartment,399000,2,114,114,3,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
1180,apartment,apartment,399000,3,110,110,2,0,good,UCCLE,Bruxelles (19 communes),Région Bruxelles-capitale,549.0
1030,apartment,apartment,375000,2,100,100,2,0,unknown,SCHAERBEEK,Bruxelles (19 communes),Région Bruxelles-capitale,404.0
4053,apartment,duplex,375000,4,160,160,3,0,as new,CHAUDFONTAINE,Liège,Région wallonne,253.0
8300,apartment,apartment,375000,1,80,80,2,0,as new,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
1050,apartment,apartment,395000,2,110,110,2,0,as new,IXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,564.0
2600,apartment,apartment,395000,2,97,97,2,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
3080,apartment,apartment,395000,2,92,92,3,0,as new,TERVUREN,Brabant Flamand,Région flamande,572.0
8301,apartment,apartment,395000,2,71,71,3,0,unknown,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
3000,apartment,apartment,380000,2,91,91,2,0,as new,LEUVEN,Brabant Flamand,Région flamande,465.0
1000,apartment,flat studio,371000,1,50,50,3,0,as new,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
9940,apartment,penthouse,395000,2,141,141,4,0,good,EVERGEM,Flandre-Orientale,Région flamande,391.0
8300,apartment,apartment,374900,2,80,80,2,0,good,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
1060,apartment,apartment,399000,2,80,80,3,0,just renovated,SAINT-GILLES,Bruxelles (19 communes),Région Bruxelles-capitale,551.0
1080,apartment,duplex,399000,5,220,220,3,0,just renovated,MOLENBEEK-SAINT-JEAN,Bruxelles (19 communes),Région Bruxelles-capitale,238.0
8620,apartment,duplex,395000,2,103,103,3,0,as new,NIEUWPOORT,Flandre-Occidentale,Région flamande,364.0
8300,apartment,apartment,365000,3,123,123,2,0,unknown,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
1050,apartment,apartment,359000,3,105,105,2,0,unknown,IXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,564.0
8301,apartment,apartment,365000,2,67,67,3,0,unknown,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
1601,apartment,apartment,369000,2,140,140,2,0,good,SINT-PIETERS-LEEUW,Brabant Flamand,Région flamande,448.0
8300,apartment,service flat,369500,1,67,67,3,0,as new,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
1190,apartment,apartment,375000,2,98,98,2,0,unknown,FOREST,Bruxelles (19 communes),Région Bruxelles-capitale,473.0
8620,apartment,apartment,375000,2,170,170,3,0,as new,NIEUWPOORT,Flandre-Occidentale,Région flamande,364.0
1000,apartment,loft,380000,2,154,154,2,0,as new,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
2000,apartment,apartment,389000,2,101,101,2,0,just renovated,ANTWERPEN,Anvers,Région flamande,334.0
1000,apartment,apartment,399000,2,106,106,2,1,unknown,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
9000,apartment,apartment,355000,1,86,86,3,0,as new,GENT,Flandre-Orientale,Région flamande,496.0
1390,apartment,apartment,385000,4,145,145,3,0,just renovated,GREZ-DOICEAU,Brabant Wallon,Région flamande,548.0
1180,apartment,apartment,380000,3,150,150,3,0,as new,UCCLE,Bruxelles (19 communes),Région Bruxelles-capitale,549.0
1410,apartment,apartment,355000,2,94,94,2,0,as new,WATERLOO,Brabant Wallon,Région flamande,558.0
2320,apartment,apartment,364000,3,108,108,2,0,good,HOOGSTRATEN,Anvers,Région flamande,500.0
1200,apartment,apartment,395000,3,120,120,3,0,as new,WOLUWE-SAINT-LAMBERT,Bruxelles (19 communes),Région Bruxelles-capitale,539.0
2000,apartment,apartment,365000,2,93,93,4,0,good,ANTWERPEN,Anvers,Région flamande,334.0
8300,apartment,apartment,365000,3,126,126,2,0,unknown,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
2220,apartment,penthouse,372519,2,136,136,3,0,unknown,HEIST-OP-DEN-BERG,Anvers,Région flamande,450.0
8400,apartment,apartment,387000,2,85,85,2,0,good,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
1500,apartment,loft,389000,3,225,225,2,0,as new,HALLE,Brabant Flamand,Région flamande,399.0
1180,apartment,apartment,359900,3,140,140,3,0,good,UCCLE,Bruxelles (19 communes),Région Bruxelles-capitale,549.0
2018,apartment,apartment,365000,2,97,97,3,1,as new,ANTWERPEN,Anvers,Région flamande,334.0
9050,apartment,apartment,369000,2,98,98,2,0,good,GENT,Flandre-Orientale,Région flamande,496.0
1640,apartment,apartment,399000,3,170,170,2,0,just renovated,RHODE-SAINT-GENÈSE,Brabant Flamand,Région flamande,573.0
3080,apartment,loft,400000,1,155,155,3,0,just renovated,TERVUREN,Brabant Flamand,Région flamande,572.0
1050,apartment,penthouse,375000,1,55,55,2,0,as new,IXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,564.0
2000,apartment,apartment,379000,2,115,115,3,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
1702,apartment,duplex,389000,3,131,131,2,0,good,DILBEEK,Brabant Flamand,Région flamande,487.0
1831,apartment,apartment,399000,3,133,133,4,0,as new,MACHELEN,Brabant Flamand,Région flamande,276.0
9000,apartment,duplex,399000,2,125,125,2,0,good,GENT,Flandre-Orientale,Région flamande,496.0
1210,apartment,apartment,399000,3,100,100,3,0,good,SAINT-JOSSE-TEN-NOODE,Bruxelles (19 communes),Région Bruxelles-capitale,270.0
1000,apartment,apartment,380000,2,90,90,2,0,unknown,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
8400,apartment,apartment,380000,2,96,96,2,0,good,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
8450,apartment,duplex,395000,4,160,160,2,0,good,BREDENE,Flandre-Occidentale,Région flamande,114.0
8450,apartment,apartment,399000,2,97,97,2,0,good,BREDENE,Flandre-Occidentale,Région flamande,114.0
2880,apartment,apartment,357000,2,95,95,2,0,as new,BORNEM,Anvers,Région flamande,443.0
1410,apartment,apartment,367500,3,118,118,3,0,unknown,WATERLOO,Brabant Wallon,Région flamande,558.0
1070,apartment,apartment,365683,2,179,179,2,0,unknown,ANDERLECHT,Bruxelles (19 communes),Région Bruxelles-capitale,282.0
8370,apartment,apartment,380500,2,123,123,2,0,unknown,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
1040,apartment,apartment,389000,2,115,115,2,0,unknown,ETTERBEEK,Bruxelles (19 communes),Région Bruxelles-capitale,540.0
1090,apartment,apartment,395000,3,125,125,3,0,as new,JETTE,Bruxelles (19 communes),Région Bruxelles-capitale,259.0
1000,apartment,apartment,369000,2,100,100,3,0,good,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
9000,apartment,loft,379000,1,130,130,2,0,good,GENT,Flandre-Orientale,Région flamande,496.0
8400,apartment,apartment,375000,2,100,100,2,0,good,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
1170,apartment,penthouse,380000,2,110,110,2,0,unknown,WATERMAEL-BOITSFORT,Bruxelles (19 communes),Région Bruxelles-capitale,575.0
9000,apartment,apartment,379000,2,100,100,3,0,good,GENT,Flandre-Orientale,Région flamande,496.0
9300,apartment,apartment,353500,2,109,109,3,0,as new,AALST,Flandre-Orientale,Région flamande,227.0
2880,apartment,apartment,367000,2,98,98,2,0,as new,BORNEM,Anvers,Région flamande,443.0
9300,apartment,apartment,399600,3,118,118,3,0,as new,AALST,Flandre-Orientale,Région flamande,227.0
1830,apartment,apartment,375000,3,125,125,3,0,as new,MACHELEN,Brabant Flamand,Région flamande,276.0
8300,apartment,apartment,379000,2,75,75,2,0,as new,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
8300,apartment,penthouse,398000,1,55,55,3,0,just renovated,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
2200,apartment,apartment,399000,2,148,148,3,0,good,HERENTALS,Anvers,Région flamande,293.0
8400,apartment,apartment,378000,2,110,110,2,0,as new,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
1785,apartment,duplex,395000,3,130,130,3,0,as new,MERCHTEM,Brabant Flamand,Région flamande,412.0
1000,apartment,flat studio,374000,1,50,50,3,0,unknown,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
4050,apartment,apartment,360000,3,118,118,3,0,as new,CHAUDFONTAINE,Liège,Région wallonne,253.0
4050,apartment,apartment,365000,3,132,132,3,0,as new,CHAUDFONTAINE,Liège,Région wallonne,253.0
9960,apartment,apartment,364500,2,112,112,2,0,good,ASSENEDE,Flandre-Orientale,Région flamande,324.0
8400,apartment,apartment,375000,2,82,82,3,0,unknown,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
9300,apartment,apartment,390000,4,200,200,3,0,as new,AALST,Flandre-Orientale,Région flamande,227.0
6183,apartment,apartment,395000,2,220,220,3,1,as new,COURCELLES,Hainaut,Région wallonne,41.0
4250,apartment,apartment,375000,2,315,315,3,0,unknown,GEER,Liège,Région wallonne,226.0
3070,apartment,apartment,385000,4,188,188,3,0,good,KORTENBERG,Brabant Flamand,Région flamande,546.0
4430,apartment,apartment,360000,3,150,150,3,0,unknown,ANS,Liège,Région wallonne,66.0
1180,apartment,loft,360000,1,78,78,3,0,good,UCCLE,Bruxelles (19 communes),Région Bruxelles-capitale,549.0
9000,apartment,apartment,389000,2,100,100,3,0,good,GENT,Flandre-Orientale,Région flamande,496.0
3980,apartment,apartment,359000,2,213,213,4,0,good,TESSENDERLO,Limbourg,Région flamande,304.0
1840,apartment,apartment,375000,0,257,257,3,0,to renovate,LONDERZEEL,Brabant Flamand,Région flamande,376.0
1000,apartment,apartment,365000,2,120,120,2,0,good,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
8900,apartment,apartment,369000,5,440,440,2,0,good,IEPER,Flandre-Occidentale,Région flamande,265.0
8370,apartment,apartment,395000,3,109,109,3,0,as new,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
3500,apartment,apartment,399000,3,170,170,3,0,as new,HASSELT,Limbourg,Région flamande,411.0
1080,apartment,penthouse,395000,4,127,127,2,0,unknown,MOLENBEEK-SAINT-JEAN,Bruxelles (19 communes),Région Bruxelles-capitale,238.0
1340,apartment,apartment,395000,3,111,111,3,0,as new,OTTIGNIES-LOUVAIN-LA-NEUVE,Brabant Wallon,Région flamande,523.0
3390,apartment,apartment,355217,2,91,91,2,0,as new,TIELT-WINGE,Brabant Flamand,Région flamande,354.0
8730,apartment,penthouse,369000,2,163,163,2,0,unknown,BEERNEM,Flandre-Occidentale,Région flamande,483.0
1340,apartment,ground floor,380000,2,99,99,3,1,as new,OTTIGNIES-LOUVAIN-LA-NEUVE,Brabant Wallon,Région flamande,523.0
8670,apartment,apartment,385000,2,75,75,2,0,good,KOKSIJDE,Flandre-Occidentale,Région flamande,322.0
8670,apartment,penthouse,395000,3,167,167,2,0,good,KOKSIJDE,Flandre-Occidentale,Région flamande,322.0
2600,apartment,apartment,395000,3,145,145,3,0,unknown,ANTWERPEN,Anvers,Région flamande,334.0
4140,apartment,apartment,352500,3,117,117,3,0,as new,SPRIMONT,Liège,Région wallonne,333.0
8730,apartment,apartment,369000,3,118,118,2,0,unknown,BEERNEM,Flandre-Occidentale,Région flamande,483.0
1180,apartment,apartment,375000,3,120,120,3,0,as new,UCCLE,Bruxelles (19 communes),Région Bruxelles-capitale,549.0
9600,apartment,apartment,365000,2,138,138,3,0,unknown,RENAIX,Flandre-Orientale,Région flamande,137.0
8820,apartment,apartment,375000,2,114,114,2,0,unknown,TORHOUT,Flandre-Occidentale,Région flamande,290.0
2000,apartment,penthouse,379500,2,93,93,2,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
7090,apartment,apartment,389500,3,146,146,3,0,unknown,BRAINE-LE-COMTE,Hainaut,Région wallonne,61.0
9032,apartment,apartment,365000,2,103,103,2,0,good,GENT,Flandre-Orientale,Région flamande,496.0
1420,apartment,apartment,375000,3,300,300,2,0,unknown,BRAINE-L'ALLEUD,Brabant Wallon,Région flamande,488.0
1861,apartment,apartment,375000,3,123,123,3,0,unknown,MEISE,Brabant Flamand,Région flamande,526.0
1420,apartment,duplex,380000,3,160,160,2,0,unknown,BRAINE-L'ALLEUD,Brabant Wallon,Région flamande,488.0
1083,apartment,penthouse,395000,2,132,132,2,0,unknown,GANSHOREN,Bruxelles (19 communes),Région Bruxelles-capitale,209.0
4600,apartment,apartment,365000,3,112,112,4,0,unknown,VISÉ,Liège,Région wallonne,150.0
4600,apartment,apartment,375000,3,110,110,4,0,unknown,VISÉ,Liège,Région wallonne,150.0
9040,apartment,apartment,398000,3,99,99,3,0,as new,GENT,Flandre-Orientale,Région flamande,496.0
2360,apartment,apartment,385000,2,148,148,2,0,unknown,OUD-TURNHOUT,Anvers,Région flamande,532.0
2240,apartment,apartment,370000,3,126,126,3,0,as new,ZANDHOVEN,Anvers,Région flamande,459.0
1740,apartment,apartment,370000,2,106,106,3,0,unknown,TERNAT,Brabant Flamand,Région flamande,492.0
8301,apartment,duplex,383000,3,92,92,2,0,as new,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
1780,apartment,apartment,395000,2,165,165,2,0,as new,WEMMEL,Brabant Flamand,Région flamande,524.0
1050,apartment,ground floor,369000,3,107,107,3,0,as new,IXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,564.0
8530,apartment,apartment,399000,2,300,300,2,0,good,HARELBEKE,Flandre-Occidentale,Région flamande,161.0
9300,apartment,apartment,352000,2,122,122,3,0,as new,AALST,Flandre-Orientale,Région flamande,227.0
9300,apartment,apartment,383500,2,109,109,3,0,as new,AALST,Flandre-Orientale,Région flamande,227.0
3360,apartment,ground floor,380000,2,107,107,3,0,as new,BIERBEEK,Brabant Flamand,Région flamande,562.0
8300,apartment,apartment,395000,2,75,75,3,0,unknown,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
1700,apartment,apartment,400000,1,136,136,4,0,good,DILBEEK,Brabant Flamand,Région flamande,487.0
9032,apartment,apartment,365000,2,103,103,2,0,good,GENT,Flandre-Orientale,Région flamande,496.0
2000,apartment,apartment,389000,3,125,125,3,0,just renovated,ANTWERPEN,Anvers,Région flamande,334.0
3500,apartment,apartment,398000,3,171,171,2,0,good,HASSELT,Limbourg,Région flamande,411.0
1800,apartment,penthouse,355691,3,138,138,3,0,unknown,VILVOORDE,Brabant Flamand,Région flamande,307.0
3380,apartment,apartment,358000,3,128,128,2,0,unknown,GLABBEEK,Brabant Flamand,Région flamande,478.0
2300,apartment,apartment,375000,4,215,215,2,0,good,TURNHOUT,Anvers,Région flamande,277.0
2300,apartment,apartment,360000,2,135,135,3,0,as new,TURNHOUT,Anvers,Région flamande,277.0
9940,apartment,apartment,374000,2,140,140,2,0,good,EVERGEM,Flandre-Orientale,Région flamande,391.0
2300,apartment,apartment,375000,2,120,120,3,0,as new,TURNHOUT,Anvers,Région flamande,277.0
2300,apartment,apartment,382688,2,147,147,3,0,as new,TURNHOUT,Anvers,Région flamande,277.0
2300,apartment,apartment,385000,2,129,129,3,0,as new,TURNHOUT,Anvers,Région flamande,277.0
2300,apartment,apartment,395000,2,135,135,3,0,as new,TURNHOUT,Anvers,Région flamande,277.0
2300,apartment,apartment,399000,2,120,120,3,0,as new,TURNHOUT,Anvers,Région flamande,277.0
4000,apartment,apartment,390000,4,300,300,3,0,good,LIÈGE,Liège,Région wallonne,83.0
4430,apartment,apartment,390000,4,300,300,3,0,good,ANS,Liège,Région wallonne,66.0
2300,apartment,apartment,399000,3,126,126,2,0,as new,TURNHOUT,Anvers,Région flamande,277.0
9120,apartment,apartment,397700,3,107,107,2,0,good,BEVEREN-WAAS,Flandre-Orientale,Région flamande,316.0
1730,apartment,apartment,355000,2,108,108,2,0,unknown,ASSE,Brabant Flamand,Région flamande,341.0
8300,apartment,penthouse,385000,3,94,94,2,0,good,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
9000,apartment,apartment,375000,3,110,110,2,0,unknown,GENT,Flandre-Orientale,Région flamande,496.0
1800,apartment,penthouse,367512,3,140,140,3,0,as new,VILVOORDE,Brabant Flamand,Région flamande,307.0
2300,apartment,service flat,395000,1,117,117,3,0,as new,TURNHOUT,Anvers,Région flamande,277.0
8300,apartment,apartment,375000,3,105,105,2,0,good,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
1730,apartment,duplex,393000,2,118,118,2,0,unknown,ASSE,Brabant Flamand,Région flamande,341.0
3111,apartment,penthouse,352500,2,117,117,3,0,as new,ROTSELAAR,Brabant Flamand,Région flamande,384.0
2300,apartment,apartment,355750,3,124,124,2,0,unknown,TURNHOUT,Anvers,Région flamande,277.0
3380,apartment,apartment,353000,3,127,127,2,0,unknown,GLABBEEK,Brabant Flamand,Région flamande,478.0
2630,apartment,apartment,395000,2,120,120,3,0,unknown,AARTSELAAR,Anvers,Région flamande,509.0
2630,apartment,apartment,399000,2,118,118,4,0,as new,AARTSELAAR,Anvers,Région flamande,509.0
2300,apartment,apartment,398250,3,144,144,2,0,unknown,TURNHOUT,Anvers,Région flamande,277.0
2970,apartment,apartment,399000,2,105,105,4,0,unknown,SCHILDE,Anvers,Région flamande,569.0
1180,apartment,penthouse,399000,3,135,135,2,0,as new,UCCLE,Bruxelles (19 communes),Région Bruxelles-capitale,549.0
8620,apartment,apartment,365000,2,75,75,4,0,as new,NIEUWPOORT,Flandre-Occidentale,Région flamande,364.0
1800,apartment,apartment,364000,3,161,161,3,0,good,VILVOORDE,Brabant Flamand,Région flamande,307.0
1050,apartment,apartment,389000,2,97,97,2,0,good,IXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,564.0
8370,apartment,apartment,395000,2,100,100,2,0,as new,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
8400,apartment,apartment,395000,2,111,111,3,0,as new,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
1050,apartment,apartment,390000,2,90,90,3,0,good,IXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,564.0
3090,apartment,apartment,390000,3,144,144,3,0,good,OVERIJSE,Brabant Flamand,Région flamande,571.0
8400,apartment,apartment,389000,2,98,98,3,0,good,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
1190,apartment,apartment,355000,2,97,97,2,0,as new,FOREST,Bruxelles (19 communes),Région Bruxelles-capitale,473.0
8620,apartment,apartment,399000,2,75,75,3,0,as new,NIEUWPOORT,Flandre-Occidentale,Région flamande,364.0
7390,apartment,apartment,355000,2,80,80,2,0,as new,QUAREGNON,Hainaut,Région wallonne,9.0
8370,apartment,apartment,355000,2,107,107,2,0,as new,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
1081,apartment,apartment,360000,3,146,146,2,0,good,KOEKELBERG,Bruxelles (19 communes),Région Bruxelles-capitale,140.0
